;DATE;T_Q_Moyenne;Anomalies;Month;Day
1134;2013-02-08 00:00:00;-0,00406389;1;2;8
1135;2013-02-09 00:00:00;-0,724716961;1;2;9
1136;2013-02-10 00:00:00;0,648170233;1;2;10
1137;2013-02-11 00:00:00;1,517236114;1;2;11
1138;2013-02-12 00:00:00;0,644116461;1;2;12
1139;2013-02-13 00:00:00;-0,051374849;1;2;13
1140;2013-02-14 00:00:00;2,031368971;1;2;14
1141;2013-02-15 00:00:00;3,49519825;1;2;15
1142;2013-02-16 00:00:00;2,270531654;1;2;16
1143;2013-02-17 00:00:00;1,759179235;1;2;17
1144;2013-02-18 00:00:00;2,046229362;1;2;18
1145;2013-02-19 00:00:00;2,353103638;1;2;19
1146;2013-02-20 00:00:00;2,181186914;1;2;20
1147;2013-02-21 00:00:00;-0,476112038;1;2;21
1148;2013-02-22 00:00:00;-2,729791641;1;2;22
1149;2013-02-23 00:00:00;-3,746582985;1;2;23
1150;2013-02-24 00:00:00;-2,649171114;1;2;24
1151;2013-02-25 00:00:00;-1,303760648;1;2;25
1152;2013-02-26 00:00:00;-0,44767487;1;2;26
1153;2013-02-27 00:00:00;0,950202227;1;2;27
1154;2013-02-28 00:00:00;1,74001205;1;2;28
1155;2013-03-01 00:00:00;2,009280205;1;3;1
1156;2013-03-02 00:00:00;1,688243032;1;3;2
1157;2013-03-03 00:00:00;2,686221123;1;3;3
1158;2013-03-04 00:00:00;5,949544907;1;3;4
1159;2013-03-05 00:00:00;8,318469048;1;3;5
1160;2013-03-06 00:00:00;8,857844353;1;3;6
1161;2013-03-07 00:00:00;9,909421921;1;3;7
1162;2013-03-08 00:00:00;9,446310043;1;3;8
1163;2013-03-09 00:00:00;8,374616623;1;3;9
1164;2013-03-10 00:00:00;6,808502197;1;3;10
1165;2013-03-11 00:00:00;5,047735691;1;3;11
1166;2013-03-12 00:00:00;1,830175877;1;3;12
1167;2013-03-13 00:00:00;-0,911888421;1;3;13
1168;2013-03-14 00:00:00;-0,758420944;1;3;14
1169;2013-03-15 00:00:00;0,007339263;1;3;15
1170;2013-03-16 00:00:00;3,444419622;1;3;16
1171;2013-03-17 00:00:00;4,68504858;1;3;17
1172;2013-03-18 00:00:00;3,676890612;1;3;18
1173;2013-03-19 00:00:00;4,70014143;1;3;19
1174;2013-03-20 00:00:00;4,926688194;1;3;20
1175;2013-03-21 00:00:00;5,754922867;1;3;21
1176;2013-03-22 00:00:00;8,22193718;1;3;22
1177;2013-03-23 00:00:00;7,196067333;1;3;23
1178;2013-03-24 00:00:00;5,712656975;1;3;24
1179;2013-03-25 00:00:00;4,459978104;1;3;25
1180;2013-03-26 00:00:00;3,588849306;1;3;26
1181;2013-03-27 00:00:00;3,873513937;1;3;27
1182;2013-03-28 00:00:00;3,873766661;1;3;28
1183;2013-03-29 00:00:00;4,455620766;1;3;29
1184;2013-03-30 00:00:00;4,627871037;1;3;30
1185;2013-03-31 00:00:00;3,057106733;1;3;31
1186;2013-04-01 00:00:00;3,962009668;1;4;1
1187;2013-04-02 00:00:00;4,830378056;1;4;2
1188;2013-04-03 00:00:00;4,768135548;1;4;3
1189;2013-04-04 00:00:00;5,017397881;1;4;4
1190;2013-04-05 00:00:00;3,913374662;1;4;5
1191;2013-04-06 00:00:00;3,639294147;1;4;6
1192;2013-04-07 00:00:00;4,666710854;1;4;7
1193;2013-04-08 00:00:00;5,612576008;1;4;8
1194;2013-04-09 00:00:00;7,251364708;1;4;9
1195;2013-04-10 00:00:00;9,317398071;1;4;10
1196;2013-04-11 00:00:00;10,75477219;1;4;11
1197;2013-04-12 00:00:00;9,087626457;1;4;12
1198;2013-04-13 00:00:00;10,87657738;1;4;13
1199;2013-04-14 00:00:00;15,11853981;1;4;14
1200;2013-04-15 00:00:00;14,18639278;1;4;15
1201;2013-04-16 00:00:00;13,81546688;1;4;16
1202;2013-04-17 00:00:00;16,0300045;1;4;17
1203;2013-04-18 00:00:00;12,93492699;1;4;18
1204;2013-04-19 00:00:00;8,466235161;1;4;19
1205;2013-04-20 00:00:00;6,758835316;1;4;20
1206;2013-04-21 00:00:00;7,615739822;1;4;21
1207;2013-04-22 00:00:00;8,526981354;1;4;22
1208;2013-04-23 00:00:00;10,29425812;1;4;23
1209;2013-04-24 00:00:00;13,13750553;1;4;24
1210;2013-04-25 00:00:00;15,71584034;1;4;25
1211;2013-04-26 00:00:00;11,23601913;1;4;26
1212;2013-04-27 00:00:00;5,742862701;1;4;27
1213;2013-04-28 00:00:00;6,005580425;1;4;28
1214;2013-04-29 00:00:00;8,246137619;1;4;29
1215;2013-04-30 00:00:00;9,815811157;1;4;30
1216;2013-05-01 00:00:00;10,7992115;1;5;1
1217;2013-05-02 00:00:00;11,02382755;1;5;2
1218;2013-05-03 00:00:00;10,63035774;1;5;3
1219;2013-05-04 00:00:00;11,16568947;1;5;4
1220;2013-05-05 00:00:00;12,56986427;1;5;5
1221;2013-05-06 00:00:00;13,38017654;1;5;6
1222;2013-05-07 00:00:00;13,8876667;1;5;7
1223;2013-05-08 00:00:00;14,23327923;1;5;8
1224;2013-05-09 00:00:00;12,72469711;1;5;9
1225;2013-05-10 00:00:00;10,62382698;1;5;10
1226;2013-05-11 00:00:00;10,5833292;1;5;11
1227;2013-05-12 00:00:00;9,915931702;1;5;12
1228;2013-05-13 00:00:00;11,11936855;1;5;13
1229;2013-05-14 00:00:00;12,10194111;1;5;14
1230;2013-05-15 00:00:00;10,04877663;1;5;15
1231;2013-05-16 00:00:00;8,664395332;1;5;16
1232;2013-05-17 00:00:00;9,235958099;1;5;17
1233;2013-05-18 00:00:00;9,911281586;1;5;18
1234;2013-05-19 00:00:00;9,26761055;1;5;19
1235;2013-05-20 00:00:00;9,301668167;1;5;20
1236;2013-05-21 00:00:00;9,970592499;1;5;21
1237;2013-05-22 00:00:00;10,28992081;1;5;22
1238;2013-05-23 00:00:00;8,122755051;1;5;23
1239;2013-05-24 00:00:00;6,121269703;1;5;24
1240;2013-05-25 00:00:00;7,288444996;1;5;25
1241;2013-05-26 00:00:00;8,761545181;1;5;26
1242;2013-05-27 00:00:00;11,76799393;1;5;27
1243;2013-05-28 00:00:00;9,910866737;1;5;28
1244;2013-05-29 00:00:00;8,534129143;1;5;29
1245;2013-05-30 00:00:00;9,654842377;1;5;30
1246;2013-05-31 00:00:00;11,21185875;1;5;31
1247;2013-06-01 00:00:00;12,9118681;1;6;1
1248;2013-06-02 00:00:00;12,64830208;1;6;2
1249;2013-06-03 00:00:00;12,26035118;1;6;3
1250;2013-06-04 00:00:00;13,25190067;1;6;4
1251;2013-06-05 00:00:00;16,1313591;1;6;5
1252;2013-06-06 00:00:00;17,95841026;1;6;6
1253;2013-06-07 00:00:00;18,38544273;1;6;7
1254;2013-06-08 00:00:00;15,9805603;1;6;8
1255;2013-06-09 00:00:00;13,42749691;1;6;9
1256;2013-06-10 00:00:00;13,74413681;1;6;10
1257;2013-06-11 00:00:00;15,58756638;1;6;11
1258;2013-06-12 00:00:00;17,96870232;1;6;12
1259;2013-06-13 00:00:00;15,78912258;1;6;13
1260;2013-06-14 00:00:00;15,35886669;1;6;14
1261;2013-06-15 00:00:00;16,43823242;1;6;15
1262;2013-06-16 00:00:00;18,7396183;1;6;16
1263;2013-06-17 00:00:00;20,72780037;1;6;17
1264;2013-06-18 00:00:00;20,44703674;1;6;18
1265;2013-06-19 00:00:00;19,17506027;1;6;19
1266;2013-06-20 00:00:00;16,04945374;1;6;20
1267;2013-06-21 00:00:00;14,98198509;1;6;21
1268;2013-06-22 00:00:00;15,60519505;1;6;22
1269;2013-06-23 00:00:00;13,83181286;1;6;23
1270;2013-06-24 00:00:00;12,39202404;1;6;24
1271;2013-06-25 00:00:00;12,90333557;1;6;25
1272;2013-06-26 00:00:00;13,78616047;1;6;26
1273;2013-06-27 00:00:00;13,71389008;1;6;27
1274;2013-06-28 00:00:00;13,71288967;1;6;28
1275;2013-06-29 00:00:00;14,75980568;1;6;29
1276;2013-06-30 00:00:00;16,37011719;1;6;30
1277;2013-07-01 00:00:00;17,69862556;1;7;1
1278;2013-07-02 00:00:00;18,25990677;1;7;2
1279;2013-07-03 00:00:00;16,02290726;1;7;3
1280;2013-07-04 00:00:00;16,73978996;1;7;4
1281;2013-07-05 00:00:00;18,87357521;1;7;5
1282;2013-07-06 00:00:00;20,5530014;1;7;6
1283;2013-07-07 00:00:00;21,52840614;1;7;7
1284;2013-07-08 00:00:00;21,62165451;1;7;8
1285;2013-07-09 00:00:00;21,43199539;1;7;9
1286;2013-07-10 00:00:00;20,76893425;1;7;10
1287;2013-07-11 00:00:00;18,94197273;1;7;11
1288;2013-07-12 00:00:00;19,35128403;1;7;12
1289;2013-07-13 00:00:00;19,58990097;1;7;13
1290;2013-07-14 00:00:00;20,39196205;1;7;14
1291;2013-07-15 00:00:00;21,1151638;1;7;15
1292;2013-07-16 00:00:00;21,31935883;1;7;16
1293;2013-07-17 00:00:00;21,12256432;1;7;17
1294;2013-07-18 00:00:00;20,7549324;1;7;18
1295;2013-07-19 00:00:00;21,05682373;1;7;19
1296;2013-07-20 00:00:00;22,09706879;1;7;20
1297;2013-07-21 00:00:00;23,49221611;1;7;21
1298;2013-07-22 00:00:00;23,64086151;1;7;22
1299;2013-07-23 00:00:00;21,99798775;1;7;23
1300;2013-07-24 00:00:00;21,51841927;1;7;24
1301;2013-07-25 00:00:00;23,03201675;1;7;25
1302;2013-07-26 00:00:00;23,39171028;1;7;26
1303;2013-07-27 00:00:00;23,03675652;1;7;27
1304;2013-07-28 00:00:00;20,07120895;1;7;28
1305;2013-07-29 00:00:00;18,06882286;1;7;29
1306;2013-07-30 00:00:00;18,80422592;1;7;30
1307;2013-07-31 00:00:00;21,52179527;1;7;31
1308;2013-08-01 00:00:00;24,11495018;1;8;1
1309;2013-08-02 00:00:00;23,84125519;1;8;2
1310;2013-08-03 00:00:00;20,87792206;1;8;3
1311;2013-08-04 00:00:00;20,80340576;1;8;4
1312;2013-08-05 00:00:00;21,64264107;1;8;5
1313;2013-08-06 00:00:00;19,80198097;1;8;6
1314;2013-08-07 00:00:00;17,46548653;1;8;7
1315;2013-08-08 00:00:00;16,98758698;1;8;8
1316;2013-08-09 00:00:00;17,45866203;1;8;9
1317;2013-08-10 00:00:00;17,56278801;1;8;10
1318;2013-08-11 00:00:00;18,20824051;1;8;11
1319;2013-08-12 00:00:00;18,80550957;1;8;12
1320;2013-08-13 00:00:00;17,07781982;1;8;13
1321;2013-08-14 00:00:00;16,68659401;1;8;14
1322;2013-08-15 00:00:00;18,29355049;1;8;15
1323;2013-08-16 00:00:00;19,41506195;1;8;16
1324;2013-08-17 00:00:00;19,68204498;1;8;17
1325;2013-08-18 00:00:00;19,5882225;1;8;18
1326;2013-08-19 00:00:00;17,66883278;1;8;19
1327;2013-08-20 00:00:00;16,8957653;1;8;20
1328;2013-08-21 00:00:00;18,21541786;1;8;21
1329;2013-08-22 00:00:00;19,44276237;1;8;22
1330;2013-08-23 00:00:00;20,0584507;1;8;23
1331;2013-08-24 00:00:00;17,08480644;1;8;24
1332;2013-08-25 00:00:00;14,653862;1;8;25
1333;2013-08-26 00:00:00;15,56336403;1;8;26
1334;2013-08-27 00:00:00;15,83479595;1;8;27
1335;2013-08-28 00:00:00;16,16971207;1;8;28
1336;2013-08-29 00:00:00;16,39194298;1;8;29
1337;2013-08-30 00:00:00;16,83339119;1;8;30
1338;2013-08-31 00:00:00;16,85858154;1;8;31
1339;2013-09-01 00:00:00;15,69425774;1;9;1
1340;2013-09-02 00:00:00;15,89637184;1;9;2
1341;2013-09-03 00:00:00;18,05862427;1;9;3
1342;2013-09-04 00:00:00;20,34277153;1;9;4
1343;2013-09-05 00:00:00;20,61847878;1;9;5
1344;2013-09-06 00:00:00;17,89973831;1;9;6
1345;2013-09-07 00:00:00;15,25844097;1;9;7
1346;2013-09-08 00:00:00;14,04286289;1;9;8
1347;2013-09-09 00:00:00;13,8921051;1;9;9
1348;2013-09-10 00:00:00;13,49059868;1;9;10
1349;2013-09-11 00:00:00;12,11263657;1;9;11
1350;2013-09-12 00:00:00;12,82471752;1;9;12
1351;2013-09-13 00:00:00;14,69363213;1;9;13
1352;2013-09-14 00:00:00;14,84641171;1;9;14
1353;2013-09-15 00:00:00;12,97970104;1;9;15
1354;2013-09-16 00:00:00;11,92442322;1;9;16
1355;2013-09-17 00:00:00;11,81676102;1;9;17
1356;2013-09-18 00:00:00;14,37144089;1;9;18
1357;2013-09-19 00:00:00;12,65505409;1;9;19
1358;2013-09-20 00:00:00;13,81288815;1;9;20
1359;2013-09-21 00:00:00;13,75179005;1;9;21
1360;2013-09-22 00:00:00;15,37901402;1;9;22
1361;2013-09-23 00:00:00;15,84203434;1;9;23
1362;2013-09-24 00:00:00;15,85871506;1;9;24
1363;2013-09-25 00:00:00;16,85409546;1;9;25
1364;2013-09-26 00:00:00;17,73858643;1;9;26
1365;2013-09-27 00:00:00;18,02395821;1;9;27
1366;2013-09-28 00:00:00;17,29247856;1;9;28
1367;2013-09-29 00:00:00;15,33636284;1;9;29
1368;2013-09-30 00:00:00;14,71417236;1;9;30
1369;2013-10-01 00:00:00;15,19830132;1;10;1
1370;2013-10-02 00:00:00;16,46354675;1;10;2
1371;2013-10-03 00:00:00;17,20011139;1;10;3
1372;2013-10-04 00:00:00;16,35045433;1;10;4
1373;2013-10-05 00:00:00;14,31338501;1;10;5
1374;2013-10-06 00:00:00;12,88408756;1;10;6
1375;2013-10-07 00:00:00;12,63489628;1;10;7
1376;2013-10-08 00:00:00;12,93449211;1;10;8
1377;2013-10-09 00:00:00;12,84617901;1;10;9
1378;2013-10-10 00:00:00;8,789941788;1;10;10
1379;2013-10-11 00:00:00;6,685574532;1;10;11
1380;2013-10-12 00:00:00;6,634007454;1;10;12
1381;2013-10-13 00:00:00;8,638688087;1;10;13
1382;2013-10-14 00:00:00;11,66994572;1;10;14
1383;2013-10-15 00:00:00;12,18583679;1;10;15
1384;2013-10-16 00:00:00;12,92254353;1;10;16
1385;2013-10-17 00:00:00;12,315588;1;10;17
1386;2013-10-18 00:00:00;12,27993298;1;10;18
1387;2013-10-19 00:00:00;15,02011681;1;10;19
1388;2013-10-20 00:00:00;14,70007038;1;10;20
1389;2013-10-21 00:00:00;15,40568161;1;10;21
1390;2013-10-22 00:00:00;16,96089745;1;10;22
1391;2013-10-23 00:00:00;14,67931652;1;10;23
1392;2013-10-24 00:00:00;13,74081039;1;10;24
1393;2013-10-25 00:00:00;16,19737244;1;10;25
1394;2013-10-26 00:00:00;16,48653412;1;10;26
1395;2013-10-27 00:00:00;14,52605152;1;10;27
1396;2013-10-28 00:00:00;13,67527294;1;10;28
1397;2013-10-29 00:00:00;9,239295006;1;10;29
1398;2013-10-30 00:00:00;7,209057808;1;10;30
1399;2013-10-31 00:00:00;7,611402988;1;10;31
1400;2013-11-01 00:00:00;9,732824326;1;11;1
1401;2013-11-02 00:00:00;12,71985435;1;11;2
1402;2013-11-03 00:00:00;9,386200905;1;11;3
1403;2013-11-04 00:00:00;8,964112282;1;11;4
1404;2013-11-05 00:00:00;8,985978127;1;11;5
1405;2013-11-06 00:00:00;12,87951946;1;11;6
1406;2013-11-07 00:00:00;12,93538189;1;11;7
1407;2013-11-08 00:00:00;10,91100883;1;11;8
1408;2013-11-09 00:00:00;8,163920403;1;11;9
1409;2013-11-10 00:00:00;7,441407204;1;11;10
1410;2013-11-11 00:00:00;5,452527046;1;11;11
1411;2013-11-12 00:00:00;7,54240799;1;11;12
1412;2013-11-13 00:00:00;7,036342621;1;11;13
1413;2013-11-14 00:00:00;5,311554432;1;11;14
1414;2013-11-15 00:00:00;4,371825695;1;11;15
1415;2013-11-16 00:00:00;4,190982342;1;11;16
1416;2013-11-17 00:00:00;4,905711651;1;11;17
1417;2013-11-18 00:00:00;5,251274109;1;11;18
1418;2013-11-19 00:00:00;4,146269321;1;11;19
1419;2013-11-20 00:00:00;2,013131857;1;11;20
1420;2013-11-21 00:00:00;1,90800643;1;11;21
1421;2013-11-22 00:00:00;1,554862499;1;11;22
1422;2013-11-23 00:00:00;3,083987236;1;11;23
1423;2013-11-24 00:00:00;4,172098637;1;11;24
1424;2013-11-25 00:00:00;2,895875454;1;11;25
1425;2013-11-26 00:00:00;1,508461356;1;11;26
1426;2013-11-27 00:00:00;0,061089769;1;11;27
1427;2013-11-28 00:00:00;0,323645383;1;11;28
1428;2013-11-29 00:00:00;3,227962017;1;11;29
1429;2013-11-30 00:00:00;3,572766066;1;11;30
1430;2013-12-01 00:00:00;2,709664345;1;12;1
1431;2013-12-02 00:00:00;3,242246389;1;12;2
1432;2013-12-03 00:00:00;2,218095541;1;12;3
1433;2013-12-04 00:00:00;3,183562517;1;12;4
1434;2013-12-05 00:00:00;3,694632053;1;12;5
1435;2013-12-06 00:00:00;3,853406668;1;12;6
1436;2013-12-07 00:00:00;2,773999214;1;12;7
1437;2013-12-08 00:00:00;2,3790133;1;12;8
1438;2013-12-09 00:00:00;2,104902983;1;12;9
1439;2013-12-10 00:00:00;2,33567524;1;12;10
1440;2013-12-11 00:00:00;2,941781282;1;12;11
1441;2013-12-12 00:00:00;2,605853081;1;12;12
1442;2013-12-13 00:00:00;2,789344788;1;12;13
1443;2013-12-14 00:00:00;4,289536953;1;12;14
1444;2013-12-15 00:00:00;5,244116306;1;12;15
1445;2013-12-16 00:00:00;6,712454796;1;12;16
1446;2013-12-17 00:00:00;6,696926594;1;12;17
1447;2013-12-18 00:00:00;7,366801262;1;12;18
1448;2013-12-19 00:00:00;6,62008667;1;12;19
1449;2013-12-20 00:00:00;4,033512115;1;12;20
1450;2013-12-21 00:00:00;4,697189808;1;12;21
1451;2013-12-22 00:00:00;7,616083622;1;12;22
1452;2013-12-23 00:00:00;8,087778091;1;12;23
1453;2013-12-24 00:00:00;9,5300951;1;12;24
1454;2013-12-25 00:00:00;6,606945038;1;12;25
1455;2013-12-26 00:00:00;4,114698887;1;12;26
1456;2013-12-27 00:00:00;6,97948885;1;12;27
1457;2013-12-28 00:00:00;6,15375042;1;12;28
1458;2013-12-29 00:00:00;3,716861963;1;12;29
1459;2013-12-30 00:00:00;3,321381092;1;12;30
1460;2013-12-31 00:00:00;4,884189129;1;12;31
1461;2014-01-01 00:00:00;7,052304745;1;1;1
1462;2014-01-02 00:00:00;7,922381878;1;1;2
1463;2014-01-03 00:00:00;8,478740692;1;1;3
1464;2014-01-04 00:00:00;7,293783188;1;1;4
1465;2014-01-05 00:00:00;5,4877882;1;1;5
1466;2014-01-06 00:00:00;9,166064262;1;1;6
1467;2014-01-07 00:00:00;9,84000206;1;1;7
1468;2014-01-08 00:00:00;9,697654724;1;1;8
1469;2014-01-09 00:00:00;8,700343132;1;1;9
1470;2014-01-10 00:00:00;6,144783497;1;1;10
1471;2014-01-11 00:00:00;6,112424374;1;1;11
1472;2014-01-12 00:00:00;5,81542635;1;1;12
1473;2014-01-13 00:00:00;5,909482479;1;1;13
1474;2014-01-14 00:00:00;3,802749872;1;1;14
1475;2014-01-15 00:00:00;4,711443901;1;1;15
1476;2014-01-16 00:00:00;6,576627731;1;1;16
1477;2014-01-17 00:00:00;5,875384331;1;1;17
1478;2014-01-18 00:00:00;6,044550896;1;1;18
1479;2014-01-19 00:00:00;4,906651974;1;1;19
1480;2014-01-20 00:00:00;3,506823778;1;1;20
1481;2014-01-21 00:00:00;2,725060701;1;1;21
1482;2014-01-22 00:00:00;2,948220968;1;1;22
1483;2014-01-23 00:00:00;4,294369221;1;1;23
1484;2014-01-24 00:00:00;3,917903185;1;1;24
1485;2014-01-25 00:00:00;4,832945824;1;1;25
1486;2014-01-26 00:00:00;6,164072037;1;1;26
1487;2014-01-27 00:00:00;3,439698696;1;1;27
1488;2014-01-28 00:00:00;2,838344097;1;1;28
1489;2014-01-29 00:00:00;3,018176317;1;1;29
1490;2014-01-30 00:00:00;3,021300077;1;1;30
1491;2014-01-31 00:00:00;3,298251152;1;1;31
1492;2014-02-01 00:00:00;4,38951683;1;2;1
1493;2014-02-02 00:00:00;3,143287659;1;2;2
1494;2014-02-03 00:00:00;3,497371674;1;2;3
1495;2014-02-04 00:00:00;4,790547848;1;2;4
1496;2014-02-05 00:00:00;5,349555492;1;2;5
1497;2014-02-06 00:00:00;7,286706448;1;2;6
1498;2014-02-07 00:00:00;6,943055153;1;2;7
1499;2014-02-08 00:00:00;5,472290516;1;2;8
1500;2014-02-09 00:00:00;4,582369804;1;2;9
1501;2014-02-10 00:00:00;4,705196381;1;2;10
1502;2014-02-11 00:00:00;4,00216341;1;2;11
1503;2014-02-12 00:00:00;5,167014122;1;2;12
1504;2014-02-13 00:00:00;5,792266846;1;2;13
1505;2014-02-14 00:00:00;7,525081158;1;2;14
1506;2014-02-15 00:00:00;7,687990665;1;2;15
1507;2014-02-16 00:00:00;5,367852688;1;2;16
1508;2014-02-17 00:00:00;5,294247627;1;2;17
1509;2014-02-18 00:00:00;6,443742275;1;2;18
1510;2014-02-19 00:00:00;6,823756695;1;2;19
1511;2014-02-20 00:00:00;7,573554516;1;2;20
1512;2014-02-21 00:00:00;5,279963493;1;2;21
1513;2014-02-22 00:00:00;5,173220634;1;2;22
1514;2014-02-23 00:00:00;6,699100494;1;2;23
1515;2014-02-24 00:00:00;7,707733154;1;2;24
1516;2014-02-25 00:00:00;6,773695946;1;2;25
1517;2014-02-26 00:00:00;4,557581902;1;2;26
1518;2014-02-27 00:00:00;4,619571686;1;2;27
1519;2014-02-28 00:00:00;4,350485325;1;2;28
1520;2014-03-01 00:00:00;3,532875061;1;3;1
1521;2014-03-02 00:00:00;4,184826374;1;3;2
1522;2014-03-03 00:00:00;4,399504662;1;3;3
1523;2014-03-04 00:00:00;4,566306114;1;3;4
1524;2014-03-05 00:00:00;5,336949348;1;3;5
1525;2014-03-06 00:00:00;5,593135834;1;3;6
1526;2014-03-07 00:00:00;6,56244421;1;3;7
1527;2014-03-08 00:00:00;8,946380615;1;3;8
1528;2014-03-09 00:00:00;10,01164627;1;3;9
1529;2014-03-10 00:00:00;9,012171745;1;3;10
1530;2014-03-11 00:00:00;8,572239876;1;3;11
1531;2014-03-12 00:00:00;8,501496315;1;3;12
1532;2014-03-13 00:00:00;8,64943409;1;3;13
1533;2014-03-14 00:00:00;8,902497292;1;3;14
1534;2014-03-15 00:00:00;7,967357635;1;3;15
1535;2014-03-16 00:00:00;9,262332916;1;3;16
1536;2014-03-17 00:00:00;9,535826683;1;3;17
1537;2014-03-18 00:00:00;9,194308281;1;3;18
1538;2014-03-19 00:00:00;9,283360481;1;3;19
1539;2014-03-20 00:00:00;10,9782753;1;3;20
1540;2014-03-21 00:00:00;10,20690441;1;3;21
1541;2014-03-22 00:00:00;6,754812241;1;3;22
1542;2014-03-23 00:00:00;4,072199821;1;3;23
1543;2014-03-24 00:00:00;4,130478859;1;3;24
1544;2014-03-25 00:00:00;4,754346848;1;3;25
1545;2014-03-26 00:00:00;4,661221504;1;3;26
1546;2014-03-27 00:00:00;4,708440781;1;3;27
1547;2014-03-28 00:00:00;7,680509567;1;3;28
1548;2014-03-29 00:00:00;10,83770752;1;3;29
1549;2014-03-30 00:00:00;11,51986408;1;3;30
1550;2014-03-31 00:00:00;11,47613239;1;3;31
1551;2014-04-01 00:00:00;12,00849152;1;4;1
1552;2014-04-02 00:00:00;13,15498352;1;4;2
1553;2014-04-03 00:00:00;12,10696507;1;4;3
1554;2014-04-04 00:00:00;10,74585533;1;4;4
1555;2014-04-05 00:00:00;10,84991932;1;4;5
1556;2014-04-06 00:00:00;12,72527313;1;4;6
1557;2014-04-07 00:00:00;14,13481522;1;4;7
1558;2014-04-08 00:00:00;9,940598488;1;4;8
1559;2014-04-09 00:00:00;9,253022194;1;4;9
1560;2014-04-10 00:00:00;11,20786572;1;4;10
1561;2014-04-11 00:00:00;11,7221489;1;4;11
1562;2014-04-12 00:00:00;11,56964207;1;4;12
1563;2014-04-13 00:00:00;11,10929012;1;4;13
1564;2014-04-14 00:00:00;10,58152008;1;4;14
1565;2014-04-15 00:00:00;9,130307198;1;4;15
1566;2014-04-16 00:00:00;9,272129059;1;4;16
1567;2014-04-17 00:00:00;10,61694241;1;4;17
1568;2014-04-18 00:00:00;9,533349991;1;4;18
1569;2014-04-19 00:00:00;7,670350075;1;4;19
1570;2014-04-20 00:00:00;8,932208061;1;4;20
1571;2014-04-21 00:00:00;10,03057003;1;4;21
1572;2014-04-22 00:00:00;11,08403683;1;4;22
1573;2014-04-23 00:00:00;12,18777847;1;4;23
1574;2014-04-24 00:00:00;12,51115036;1;4;24
1575;2014-04-25 00:00:00;11,29392433;1;4;25
1576;2014-04-26 00:00:00;10,32767868;1;4;26
1577;2014-04-27 00:00:00;9,220016479;1;4;27
1578;2014-04-28 00:00:00;9,544631958;1;4;28
1579;2014-04-29 00:00:00;10,26360703;1;4;29
1580;2014-04-30 00:00:00;10,77699184;1;4;30
1581;2014-05-01 00:00:00;10,89262009;1;5;1
1582;2014-05-02 00:00:00;10,34578419;1;5;2
1583;2014-05-03 00:00:00;8,920653343;1;5;3
1584;2014-05-04 00:00:00;9,536049843;1;5;4
1585;2014-05-05 00:00:00;13,0975132;1;5;5
1586;2014-05-06 00:00:00;13,65529728;1;5;6
1587;2014-05-07 00:00:00;12,65097046;1;5;7
1588;2014-05-08 00:00:00;12,98967838;1;5;8
1589;2014-05-09 00:00:00;13,88934517;1;5;9
1590;2014-05-10 00:00:00;13,61754894;1;5;10
1591;2014-05-11 00:00:00;10,88450241;1;5;11
1592;2014-05-12 00:00:00;9,248999596;1;5;12
1593;2014-05-13 00:00:00;8,905600548;1;5;13
1594;2014-05-14 00:00:00;10,11309147;1;5;14
1595;2014-05-15 00:00:00;10,39436913;1;5;15
1596;2014-05-16 00:00:00;11,74924183;1;5;16
1597;2014-05-17 00:00:00;13,61719513;1;5;17
1598;2014-05-18 00:00:00;15,18304729;1;5;18
1599;2014-05-19 00:00:00;15,8837347;1;5;19
1600;2014-05-20 00:00:00;15,24596596;1;5;20
1601;2014-05-21 00:00:00;15,40389156;1;5;21
1602;2014-05-22 00:00:00;13,97854805;1;5;22
1603;2014-05-23 00:00:00;12,07596016;1;5;23
1604;2014-05-24 00:00:00;11,87852764;1;5;24
1605;2014-05-25 00:00:00;13,11710453;1;5;25
1606;2014-05-26 00:00:00;12,24744225;1;5;26
1607;2014-05-27 00:00:00;11,77552605;1;5;27
1608;2014-05-28 00:00:00;12,26336479;1;5;28
1609;2014-05-29 00:00:00;13,06273746;1;5;29
1610;2014-05-30 00:00:00;13,44396496;1;5;30
1611;2014-05-31 00:00:00;13,92974091;1;5;31
1612;2014-06-01 00:00:00;14,13667583;1;6;1
1613;2014-06-02 00:00:00;14,30692387;1;6;2
1614;2014-06-03 00:00:00;14,58228874;1;6;3
1615;2014-06-04 00:00:00;12,77061272;1;6;4
1616;2014-06-05 00:00:00;14,19390392;1;6;5
1617;2014-06-06 00:00:00;18,9839859;1;6;6
1618;2014-06-07 00:00:00;20,79687691;1;6;7
1619;2014-06-08 00:00:00;21,79934311;1;6;8
1620;2014-06-09 00:00:00;21,91192818;1;6;9
1621;2014-06-10 00:00:00;20,03145981;1;6;10
1622;2014-06-11 00:00:00;20,03512001;1;6;11
1623;2014-06-12 00:00:00;20,77979279;1;6;12
1624;2014-06-13 00:00:00;20,20679283;1;6;13
1625;2014-06-14 00:00:00;17,59132767;1;6;14
1626;2014-06-15 00:00:00;15,80666161;1;6;15
1627;2014-06-16 00:00:00;16,25121307;1;6;16
1628;2014-06-17 00:00:00;15,2999897;1;6;17
1629;2014-06-18 00:00:00;15,88915253;1;6;18
1630;2014-06-19 00:00:00;17,33182526;1;6;19
1631;2014-06-20 00:00:00;17,83201599;1;6;20
